SYMBOL,GeneID,Median(Tumor),Median(Normal),Log2FC,adjp
ANKRD29,ENSG00000154065,3.76,0.44,1.725,1.91E-40
ANKRD35,ENSG00000198483,1.8,0.23,1.187,3E-46
ANKRD39,ENSG00000213337,11.16,3.69,1.374,6.52E-58
ANKRD42,ENSG00000137494,6.02,2.04,1.207,1.07E-57
ANKRD50,ENSG00000151458,5.12,0.83,1.742,2.28E-59
ANKRD53,ENSG00000144031,0.66,4.38,-1.696,2.23E-73
ANKS1A,ENSG00000064999,8.43,3.23,1.157,1.26E-36
ANKS4B,ENSG00000175311,2.24,0.05,1.626,2.82E-40
ANLN,ENSG00000011426,7.22,0.17,2.813,1.83E-65
ANO1,ENSG00000131620,50.251,1.53,4.34,2.6E-80
ANO10,ENSG00000160746,17.019,4.92,1.606,3.08E-61
ANO6,ENSG00000177119,19.211,4.99,1.755,3.38E-48
ANO7,ENSG00000146205,1.97,0.43,1.054,1.06E-09
ANOS1,ENSG00000011201,2.22,0.07,1.589,1.39E-50
ANP32A,ENSG00000140350,97.342,20.74,2.177,2.78E-63
ANP32B,ENSG00000136938,122.538,60.559,1.005,6.92E-26
ANP32E,ENSG00000143401,19.74,3.1,2.339,2.93E-78
ANPEP,ENSG00000166825,38.289,306.469,-2.968,1.94E-30
ANTXR1,ENSG00000169604,51.911,1.34,4.499,1.53E-74
ANTXR2,ENSG00000163297,44.27,3.62,3.293,5.26E-53
ANXA1,ENSG00000135046,250.678,11.12,4.376,4.83E-68
ANXA10,ENSG00000109511,55.529,5.31,3.163,1.18E-16
ANXA11,ENSG00000122359,270.614,53.319,2.322,2.31E-51
ANXA13,ENSG00000104537,5.76,0.08,2.646,5.78E-42
ANXA2,ENSG00000182718,1875.942,115.151,4.014,5.78E-66
ANXA2P2,ENSG00000231991,30.64,1.17,3.866,1E-82
ANXA2R,ENSG00000177721,2.69,0.27,1.539,1.45E-43
ANXA3,ENSG00000138772,93.798,13.43,2.716,1.58E-30
ANXA4,ENSG00000196975,387.029,125.208,1.62,3.97E-17
ANXA5,ENSG00000164111,370.954,69.189,2.406,6.16E-58
ANXA6,ENSG00000197043,104.589,28.44,1.843,3.6E-41
ANXA7,ENSG00000138279,85.46,21.151,1.965,1.19E-60
ANXA8,ENSG00000265190,12.49,0.1,3.616,2.22E-46
ANXA8L1,ENSG00000264230,9.11,0.11,3.187,8.74E-43
AOAH,ENSG00000136250,5.37,0.67,1.931,9.1E-36
AOC1,ENSG00000002726,32.17,0.1,4.914,8.51E-74
AOC3,ENSG00000131471,21.44,3.12,2.445,9.94E-43
AOX1,ENSG00000138356,3.92,33.721,-2.819,3.08E-39
AP000275.65,ENSG00000265590,2.89,0.38,1.495,8.06E-34
AP000349.2,ENSG00000280178,63.548,0.01,5.998,1.48E-72
AP000695.4,ENSG00000233818,1.77,0,1.47,1.77E-48
AP000695.6,ENSG00000230479,1.21,0,1.144,7.52E-49
AP000892.6,ENSG00000280143,9.58,2.14,1.753,1.22E-29
AP001258.4,ENSG00000245571,3.07,0.88,1.114,1.51E-41
AP001372.2,ENSG00000254837,4.15,1.37,1.12,5.32E-47
AP001505.10,ENSG00000276529,4.83,1.41,1.274,1E-43
AP002518.1,ENSG00000280653,109.273,0,6.785,4.31E-47
AP003391.1,ENSG00000281272,8.62,0,3.266,7.66E-15
AP006621.8,ENSG00000255108,0.54,11.28,-2.995,2.62E-70
AP1AR,ENSG00000138660,9.52,3.01,1.391,8.85E-48
AP1B1,ENSG00000100280,40.391,14.58,1.41,2.26E-47
AP1M1,ENSG00000072958,30.41,8.21,1.77,6.82E-61
AP1M2,ENSG00000129354,78.738,18.25,2.05,7.46E-44
AP1S1,ENSG00000106367,59.962,11.44,2.293,2.4E-80
AP1S2,ENSG00000182287,11.97,3.11,1.658,2.31E-42
AP1S3,ENSG00000152056,10.13,0.74,2.677,8.6E-63
AP2A1,ENSG00000196961,50.611,21.61,1.191,1.7E-30
AP2B1,ENSG00000006125,65.298,12.59,2.286,1.29E-74
AP2M1,ENSG00000161203,245.962,51.631,2.23,8.45E-62
AP2S1,ENSG00000042753,121.49,31.291,1.923,2.25E-61
AP3B1,ENSG00000132842,29.331,8.65,1.652,1.34E-65
AP3M2,ENSG00000070718,10.91,2.38,1.817,4.83E-64
AP3S1,ENSG00000177879,58.699,28.369,1.023,6.91E-29
AP4M1,ENSG00000221838,17.89,8.3,1.022,5.35E-32
AP4S1,ENSG00000100478,4.49,1.52,1.123,2.3E-42
AP5M1,ENSG00000053770,10.69,3,1.547,4.24E-56
AP5S1,ENSG00000125843,6.53,2.66,1.041,1.75E-46
AP5Z1,ENSG00000242802,21.96,9.15,1.178,1.33E-23
APAF1,ENSG00000120868,6.32,2.08,1.249,6.41E-47
APBB1,ENSG00000166313,18.17,8.32,1.04,5.53E-19
APBB1IP,ENSG00000077420,5.57,1.15,1.612,2E-26
APBB2,ENSG00000163697,13.04,3.38,1.681,1.52E-48
APCDD1,ENSG00000154856,20.26,4.07,2.068,4.01E-41
APCS,ENSG00000132703,17.25,1.37,2.945,3.48E-12
APEH,ENSG00000164062,75.908,29.941,1.314,8.81E-42
APEX1,ENSG00000100823,105.448,43.57,1.256,2.61E-35
APEX2,ENSG00000169188,13.93,2.77,1.986,9.01E-83
APH1A,ENSG00000117362,143.101,37.551,1.902,8.51E-58
APH1B,ENSG00000138613,9.41,1.67,1.963,1.13E-67
API5,ENSG00000166181,29.349,12.92,1.125,3.31E-42
APIP,ENSG00000149089,18.77,8.87,1.002,3.37E-29
APITD1,ENSG00000175279,13.7,5.88,1.095,1.59E-42
APLNR,ENSG00000134817,11.99,0.46,3.153,2.36E-55
APLP2,ENSG00000084234,251.409,38.321,2.682,1.52E-68
APMAP,ENSG00000101474,59.288,16.88,1.754,2.37E-64
APOA1BP,ENSG00000163382,80.559,26.9,1.548,9.74E-55
APOBEC1,ENSG00000111701,3.1,0,2.036,1.01E-27
APOBEC3B,ENSG00000179750,4.54,0.92,1.529,5.37E-30
APOBEC3C,ENSG00000244509,20.05,1.8,2.91,5.72E-68
APOBEC3D,ENSG00000243811,3.13,0.26,1.713,1.26E-60
APOBEC3F,ENSG00000128394,5.09,0.8,1.758,1.05E-74
APOBEC3G,ENSG00000239713,10.56,0.91,2.598,5.73E-67
APOBR,ENSG00000184730,6.16,0.38,2.375,1.78E-55
APOC1,ENSG00000130208,213.53,3.58,5.55,1.97E-61
APOC2,ENSG00000234906,6.95,0.16,2.777,2.27E-44
APOC4-APOC2,ENSG00000224916,10.69,0.36,3.104,2.98E-44
APOD,ENSG00000189058,238.029,63.508,1.89,3.39E-13
APOE,ENSG00000130203,220.295,10.01,4.329,5.85E-52
APOL1,ENSG00000100342,135.447,2.76,5.181,2.11E-88
APOL2,ENSG00000128335,41.81,6.06,2.6,4.35E-67
APOL3,ENSG00000128284,20.141,3.66,2.182,5.32E-44
APOL4,ENSG00000100336,4.44,0.46,1.898,3E-37
APOL6,ENSG00000221963,8.2,0.8,2.354,7.08E-70
APOLD1,ENSG00000178878,8.16,2.15,1.54,3.84E-33
APOO,ENSG00000184831,14.42,4.6,1.461,5.76E-59
APP,ENSG00000142192,327.079,65.321,2.307,4.08E-59
APRT,ENSG00000198931,150.904,68.441,1.129,1.22E-23
APTR,ENSG00000214293,18.731,8.76,1.015,6.7E-25
AQP12A,ENSG00000184945,0.46,69.18,-5.587,2.01E-78
AQP12B,ENSG00000185176,0.31,161.791,-6.957,1.12E-87
AQP3,ENSG00000165272,35.019,16.19,1.067,3.41E-16
AQP5,ENSG00000161798,37.281,0.48,4.693,3.32E-46
AQP8,ENSG00000103375,0.36,173.488,-7.003,3E-58
AQP9,ENSG00000103569,2.25,0.13,1.524,7.74E-27
AQR,ENSG00000021776,14,5.22,1.27,3.37E-44
ARAP1,ENSG00000186635,57.719,19.401,1.525,6.3E-38
ARAP1-AS1,ENSG00000256007,13.92,0,3.899,2E-41
ARAP2,ENSG00000047365,5.48,2.01,1.106,3.78E-26
ARAP3,ENSG00000120318,8.04,1.61,1.792,2.72E-50
ARCN1,ENSG00000095139,88.628,39.27,1.154,1.15E-37
AREG,ENSG00000109321,22.259,0.6,3.862,1.08E-60
ARF1,ENSG00000143761,379.432,127.318,1.568,7.06E-40
ARF3,ENSG00000134287,69.84,14.39,2.203,1.09E-71
ARF4,ENSG00000168374,199.534,53.212,1.887,2.2E-49
ARF5,ENSG00000004059,190.427,77.123,1.293,1.51E-34
ARF6,ENSG00000165527,48,6.32,2.743,2.93E-85
ARFGEF1,ENSG00000066777,23.831,10.03,1.171,3.33E-36
ARFIP1,ENSG00000164144,21.48,4,2.169,3.39E-78
ARFRP1,ENSG00000101246,45.301,11.27,1.916,1.06E-55
ARG2,ENSG00000081181,3,0.97,1.022,8.3E-22
ARHGAP1,ENSG00000175220,67.409,14.13,2.177,1.18E-63
ARHGAP11A,ENSG00000198826,2.98,0.92,1.052,2.75E-32
ARHGAP12,ENSG00000165322,22.579,9.81,1.125,3.79E-30
ARHGAP15,ENSG00000075884,6.06,0.52,2.216,9.58E-46
ARHGAP17,ENSG00000140750,30.619,12.55,1.223,3.71E-34
ARHGAP21,ENSG00000107863,21.259,6.92,1.491,2.42E-35
ARHGAP22,ENSG00000128805,3.56,0.89,1.271,6.62E-34
ARHGAP23,ENSG00000275832,13.16,1.42,2.549,7.71E-54
ARHGAP25,ENSG00000163219,6.29,0.8,2.018,1.12E-46
ARHGAP26,ENSG00000145819,13.51,1.61,2.475,1.45E-55
ARHGAP27,ENSG00000159314,31.871,4.13,2.68,5.22E-48
ARHGAP30,ENSG00000186517,7.66,0.77,2.291,5.61E-47
ARHGAP31,ENSG00000031081,3.8,0.7,1.498,3.72E-49
ARHGAP35,ENSG00000160007,11.17,4.38,1.178,4.84E-38
ARHGAP4,ENSG00000089820,18.8,4.82,1.766,1.07E-25
ARHGAP42,ENSG00000165895,3.48,0.27,1.819,2.67E-60
ARHGAP5,ENSG00000100852,19.751,4.99,1.793,1.19E-51
ARHGAP5-AS1,ENSG00000258655,3.41,0.8,1.293,3.52E-54
ARHGAP6,ENSG00000047648,2.52,0.67,1.076,1.97E-26
ARHGAP9,ENSG00000123329,11.18,2.18,1.937,2.54E-26
ARHGDIA,ENSG00000141522,241.988,77.761,1.625,3.92E-38
ARHGDIB,ENSG00000111348,162.883,10.77,3.799,8.34E-71
ARHGDIG,ENSG00000242173,1.4,51.239,-4.444,1.34E-78
ARHGEF1,ENSG00000076928,70.898,30.439,1.193,2.94E-20
ARHGEF10,ENSG00000104728,7.94,3.17,1.1,2.54E-27
ARHGEF12,ENSG00000196914,25.09,8.4,1.473,9.79E-39
ARHGEF16,ENSG00000130762,24.501,6.1,1.845,5.26E-33
ARHGEF17,ENSG00000110237,14.65,6.81,1.003,3.27E-17
ARHGEF18,ENSG00000104880,23.33,7.56,1.507,8.14E-41
ARHGEF2,ENSG00000116584,43.501,5.49,2.778,7.81E-65
ARHGEF25,ENSG00000240771,13.74,4.06,1.543,8.22E-32
ARHGEF35,ENSG00000213214,10.93,2.09,1.949,7.1E-34
ARHGEF4,ENSG00000136002,4.75,13.31,-1.315,1.35E-20
ARHGEF5,ENSG00000050327,15.72,6.13,1.23,1.12E-27
ARHGEF6,ENSG00000129675,4.61,1.1,1.418,2.28E-32
ARHGEF9,ENSG00000131089,9.21,2.56,1.52,2.51E-62
ARID1B,ENSG00000049618,12.41,5.45,1.056,9.26E-32
ARID5A,ENSG00000196843,16.91,3.8,1.9,2.58E-38
ARID5B,ENSG00000150347,8.27,1.04,2.184,1.22E-56
ARIH1,ENSG00000166233,31.91,12.18,1.32,4.11E-37
ARL1,ENSG00000120805,41.08,15.77,1.327,2.15E-46
ARL13B,ENSG00000169379,4.22,1.05,1.348,1.7E-55
ARL14,ENSG00000179674,21.681,2.59,2.659,1.79E-26
ARL14EP,ENSG00000152219,10.97,4.62,1.091,1.14E-43
ARL15,ENSG00000185305,11.76,1.83,2.173,2.81E-73
ARL17B,ENSG00000228696,3.22,1.05,1.042,3.86E-41
ARL2,ENSG00000213465,95.982,29.04,1.691,1.07E-51
ARL2BP,ENSG00000102931,35.05,8.78,1.882,2.43E-69
ARL3,ENSG00000138175,8.48,2.23,1.553,5.69E-67
ARL4A,ENSG00000122644,21.651,2.55,2.674,5.22E-83
ARL4C,ENSG00000188042,34.539,1.67,3.735,1.67E-68
ARL4D,ENSG00000175906,7.1,0.77,2.194,7.72E-49
ARL5A,ENSG00000162980,12.93,4.46,1.351,2.21E-47
ARL6IP1,ENSG00000170540,140.088,17.55,2.927,7.75E-75
ARL6IP5,ENSG00000144746,100.412,16.99,2.495,1.94E-68
ARL6IP6,ENSG00000177917,12.1,3.22,1.634,2.17E-46
ARL8A,ENSG00000143862,47.29,10.71,2.044,3.52E-71
ARL8B,ENSG00000134108,36.559,11.47,1.591,1.71E-54
ARMC1,ENSG00000104442,11.44,3.7,1.404,5.03E-54
ARMC10,ENSG00000170632,29.66,10.7,1.39,1.58E-44
ARMC6,ENSG00000105676,15.51,3.65,1.828,4.68E-68
ARMC7,ENSG00000125449,12.07,2.46,1.917,1.16E-77
ARMC8,ENSG00000114098,14.94,5.86,1.216,9.45E-40
ARMC9,ENSG00000135931,10.14,1.77,2.008,5.79E-63
ARMCX6,ENSG00000198960,38.719,17.82,1.078,3.63E-35
ARMT1,ENSG00000146476,9.32,2.14,1.717,9.8E-66
ARNTL2,ENSG00000029153,7.62,0.41,2.612,8.89E-70
ARPC1A,ENSG00000241685,112.836,27.701,1.988,5.31E-61
ARPC1B,ENSG00000130429,304.584,24.8,3.566,1.92E-78
ARPC2,ENSG00000163466,286.799,41.24,2.768,1.22E-72
ARPC3,ENSG00000111229,328.829,67.111,2.276,1.68E-61
ARPC4,ENSG00000241553,132.43,26.67,2.27,3.23E-64
ARPC4-TTLL3,ENSG00000250151,6.36,2.52,1.064,1.96E-25
ARPC5,ENSG00000162704,155.664,21.091,2.826,7.95E-80
ARPC5L,ENSG00000136950,48.431,10.86,2.059,1.73E-70
ARPP19,ENSG00000128989,32.28,8.95,1.742,2.07E-59
ARRB2,ENSG00000141480,34.071,9.17,1.786,1.4E-36
ARRDC1,ENSG00000197070,66.578,28.01,1.22,1.78E-21
ARRDC2,ENSG00000105643,38.869,6.99,2.319,1.76E-55
ARRDC3,ENSG00000113369,25.52,6.9,1.747,6.03E-29
ARSB,ENSG00000113273,4.31,1.63,1.014,1.07E-35
ARSI,ENSG00000183876,2.29,0.09,1.594,9.53E-44
ARV1,ENSG00000173409,15.911,6.86,1.105,6.56E-41
ASAH1,ENSG00000104763,92.25,21.69,2.039,3.73E-63
ASAP1,ENSG00000153317,12.33,3.06,1.715,5.44E-45
ASAP2,ENSG00000151693,14.5,1.93,2.403,1.22E-51
ASB1,ENSG00000065802,13.11,3.63,1.608,2.65E-58
ASB13,ENSG00000196372,17.66,6,1.415,5.41E-39
ASB6,ENSG00000148331,12.68,5.65,1.041,2.82E-37
ASB7,ENSG00000183475,4,1.06,1.279,2.5E-68
ASCC1,ENSG00000138303,17.99,8.11,1.06,4.76E-20
ASCC2,ENSG00000100325,37.951,16.2,1.179,3.95E-38
ASCC3,ENSG00000112249,10.31,3.9,1.207,8.78E-42
ASF1A,ENSG00000111875,6.63,2.79,1.009,3.99E-41
ASF1B,ENSG00000105011,7.33,0.22,2.771,1.34E-82
ASGR1,ENSG00000141505,1.99,0.29,1.213,5.83E-34
ASH2L,ENSG00000129691,20.01,8.08,1.21,4.26E-49
ASL,ENSG00000126522,50.579,19.01,1.366,1.08E-33
ASMTL,ENSG00000169093,20.51,9.59,1.022,4.23E-17
ASNA1,ENSG00000198356,60.371,20.659,1.503,8E-57
ASNSD1,ENSG00000138381,19.53,6.46,1.46,1.55E-60
ASPH,ENSG00000198363,75.462,12.14,2.541,4.6E-58
ASPHD1,ENSG00000174939,21.739,3.93,2.206,1.26E-45
ASPHD2,ENSG00000128203,5.25,0.2,2.381,6.18E-69
ASPM,ENSG00000066279,2.3,0.04,1.666,6.89E-60
ASPN,ENSG00000106819,38.361,1.25,4.129,2.62E-64
ASS1,ENSG00000130707,163.369,19.329,3.015,9.02E-62
ASUN,ENSG00000064102,13.25,4.82,1.292,1.64E-48
ASXL2,ENSG00000143970,4.51,1.42,1.187,2.25E-43
ATAD1,ENSG00000138138,18.191,5,1.677,5.2E-67
ATAD2,ENSG00000156802,4.54,0.87,1.567,1.48E-55
ATE1,ENSG00000107669,7.41,2.06,1.459,1.34E-55
ATF1,ENSG00000123268,13.65,3.79,1.613,5.21E-56
ATF2,ENSG00000115966,14.46,5.09,1.344,8.93E-49
ATF3,ENSG00000162772,24.86,11.91,1.002,1.24E-06
ATF5,ENSG00000169136,23.079,7.6,1.485,2.04E-36
ATF6B,ENSG00000213676,55.039,24.06,1.161,6.83E-33
ATF7,ENSG00000170653,15.92,6.35,1.203,6.98E-39
ATF7IP,ENSG00000171681,9.54,3.31,1.29,2.5E-44
ATG101,ENSG00000123395,41.46,11.23,1.796,6.66E-69
ATG16L1,ENSG00000085978,15.99,5,1.502,4.53E-52
ATG3,ENSG00000144848,33.95,14.11,1.21,6.13E-44
ATG5,ENSG00000057663,13.61,4.65,1.371,1.8E-59
ATG7,ENSG00000197548,15.74,4.03,1.735,6.06E-64
ATG9A,ENSG00000198925,28.959,12.12,1.191,6.54E-40
ATG9B,ENSG00000181652,3.26,0.24,1.781,1.93E-41
ATHL1,ENSG00000142102,34.21,374.831,-3.416,2.49E-36
ATIC,ENSG00000138363,85.822,27.94,1.585,2.01E-43
ATL2,ENSG00000119787,18.22,7.89,1.112,1.21E-27
ATL3,ENSG00000184743,17.701,5.58,1.507,4.56E-44
ATMIN,ENSG00000166454,14.87,6.19,1.142,5.84E-48
ATOX1,ENSG00000177556,131.936,19.849,2.673,3.86E-83
ATP10A,ENSG00000206190,3.58,0.17,1.969,4.62E-23
ATP10B,ENSG00000118322,5.53,0.91,1.773,1.01E-16
ATP10D,ENSG00000145246,6.49,2.37,1.152,1.28E-33
ATP11A,ENSG00000068650,15.02,6.08,1.178,1.56E-21
ATP11B,ENSG00000058063,15.67,4.59,1.576,1.55E-45
ATP11C,ENSG00000101974,5.99,1.84,1.299,3.25E-39
ATP13A3,ENSG00000133657,26.57,6.59,1.861,2.78E-50
ATP1A1,ENSG00000163399,445.103,177.773,1.319,5.91E-27
ATP1B1,ENSG00000143153,244.043,37.61,2.666,4E-58
ATP1B3,ENSG00000069849,101.863,14.61,2.72,1.87E-64
ATP2A2,ENSG00000174437,83.719,21.151,1.935,3.36E-52
ATP2B1,ENSG00000070961,11.55,3.98,1.333,1.49E-40
ATP2B4,ENSG00000058668,33.19,5.52,2.391,6.63E-51
ATP2C1,ENSG00000017260,53.578,12.01,2.069,2.55E-62
ATP2C2,ENSG00000064270,8.62,0.51,2.672,3.99E-45
ATP4A,ENSG00000105675,0.01,3.18,-2.049,1.46E-38
ATP5B,ENSG00000110955,349.633,126.377,1.461,4.18E-39
ATP5C1,ENSG00000165629,209.847,89.921,1.214,7.25E-27
ATP5E,ENSG00000124172,121.548,16.57,2.802,1.91E-77
ATP5F1,ENSG00000116459,164.665,63.381,1.364,1.22E-39
ATP5G1,ENSG00000159199,139.942,42.051,1.711,4.48E-51
ATP5G2,ENSG00000135390,504.6,225.814,1.156,1.21E-27
ATP5G3,ENSG00000154518,203.092,50.112,1.998,1.98E-59
ATP5H,ENSG00000167863,262.158,87.869,1.566,3.83E-45
ATP5I,ENSG00000169020,407.088,129.813,1.641,2.8E-39
ATP5J,ENSG00000154723,146.676,58.08,1.322,1.57E-41
ATP5J2,ENSG00000241468,469.993,104.343,2.161,4.32E-62
ATP5J2-PTCD1,ENSG00000248919,3.95,0.87,1.404,3.88E-64
ATP5L,ENSG00000167283,330.429,72.458,2.174,1.92E-68
ATP5O,ENSG00000241837,164.722,63.092,1.371,2.08E-39
ATP6AP1,ENSG00000071553,107.723,27.08,1.953,4.46E-67
ATP6AP2,ENSG00000182220,91.569,13.11,2.714,2.96E-86
ATP6V0A1,ENSG00000033627,35.891,12.17,1.486,8.78E-39
ATP6V0B,ENSG00000117410,163.675,69.218,1.23,2.34E-31
ATP6V0C,ENSG00000185883,197.334,55.1,1.822,3.98E-48
ATP6V0D1,ENSG00000159720,90.471,20.75,2.072,2.83E-68
ATP6V0E1,ENSG00000113732,302.082,66.491,2.167,1.23E-64
ATP6V0E2,ENSG00000171130,21.681,7.84,1.359,4.41E-26
ATP6V1A,ENSG00000114573,18.52,5.22,1.65,6.39E-62
ATP6V1B2,ENSG00000147416,43.48,14.57,1.514,7.09E-44
ATP6V1C1,ENSG00000155097,19.92,6.51,1.478,1.19E-49
ATP6V1D,ENSG00000100554,76.531,13.45,2.424,2.17E-81
ATP6V1E1,ENSG00000131100,108.007,22.59,2.208,6.93E-72
ATP6V1F,ENSG00000128524,197.17,33.261,2.532,1.03E-75
ATP6V1G1,ENSG00000136888,120.3,26.541,2.139,6.17E-68
ATP6V1H,ENSG00000047249,36.75,9.15,1.895,1.06E-67
ATP8B2,ENSG00000143515,11.55,3.38,1.519,1.14E-34
ATP9A,ENSG00000054793,20.7,4.63,1.946,3.34E-57
ATPAF2,ENSG00000171953,14.62,6.41,1.076,1.19E-36
ATPIF1,ENSG00000130770,214.553,58.5,1.857,1.46E-49
ATRAID,ENSG00000138085,132.853,46.401,1.498,8E-53
ATXN1,ENSG00000124788,8.07,2.32,1.45,3.25E-46
ATXN10,ENSG00000130638,65.83,24.739,1.377,1.92E-46
ATXN1L,ENSG00000224470,8.34,3.64,1.009,4.89E-33
ATXN2,ENSG00000204842,20.24,9.39,1.032,6.4E-31
ATXN3,ENSG00000066427,11.43,4.05,1.299,5.99E-41
ATXN7L1,ENSG00000146776,4.16,1.3,1.166,4.81E-47
ATXN7L3,ENSG00000087152,27.62,9.07,1.507,1.34E-52
ATXN7L3B,ENSG00000253719,17.37,6.55,1.283,8.84E-49
AURKA,ENSG00000087586,6.36,0.43,2.364,5.81E-70
AURKAIP1,ENSG00000175756,109.189,45.819,1.235,1.13E-31
AURKB,ENSG00000178999,7.44,0.25,2.755,1.76E-69
AVL9,ENSG00000105778,14.58,4.32,1.55,1.86E-53
AVPI1,ENSG00000119986,16.59,3.35,2.016,5.45E-57
AXIN1,ENSG00000103126,17.111,5.34,1.514,9.84E-55
AXIN2,ENSG00000168646,6.06,1.54,1.475,5.99E-37
AXL,ENSG00000167601,21.01,1.47,3.156,8.93E-63
AZGP1,ENSG00000160862,54.36,240.55,-2.125,3.02E-27
AZIN2,ENSG00000142920,6.06,1.02,1.805,1.22E-59
B2M,ENSG00000166710,8387.353,568.217,3.881,1.69E-64
B3GALNT1,ENSG00000169255,6.65,1.76,1.471,1.33E-50
B3GALT4,ENSG00000235863,13.73,1.42,2.606,7.81E-85
B3GALT5,ENSG00000183778,6.52,0.97,1.933,2.1E-36
B3GALT6,ENSG00000176022,11.46,4.42,1.201,7.4E-45
B3GAT3,ENSG00000149541,37.901,12.83,1.492,1.75E-42
B3GLCT,ENSG00000187676,3.2,1.06,1.028,2.74E-54
B3GNT2,ENSG00000170340,16.87,6.17,1.318,7.48E-34
B3GNT3,ENSG00000179913,50.92,1.11,4.621,1.58E-83
B3GNT5,ENSG00000176597,11.38,1.5,2.308,2.4E-61
B3GNT6,ENSG00000198488,1.05,0,1.036,2.22E-17
B3GNT7,ENSG00000156966,16.67,4.56,1.668,1.28E-18
B3GNT8,ENSG00000177191,4.47,0.63,1.747,2.15E-54
B3GNT9,ENSG00000237172,9.33,1.14,2.271,6.13E-76
B3GNTL1,ENSG00000175711,6.48,2.12,1.262,8.47E-50
B4GALNT1,ENSG00000135454,2,0.26,1.252,2.19E-46
B4GALNT3,ENSG00000139044,17.65,1.69,2.794,9.68E-60
B4GALT1,ENSG00000086062,59.449,12.15,2.201,5.88E-40
B4GALT4,ENSG00000121578,35.76,7.01,2.198,1.43E-70
B4GALT5,ENSG00000158470,33.92,3.49,2.959,3.12E-75
B9D2,ENSG00000123810,7.74,1.85,1.617,2.08E-61
BABAM1,ENSG00000105393,61.84,22.33,1.429,2.13E-52
BACE1,ENSG00000186318,16.03,45.972,-1.464,9.55E-25
BACE2,ENSG00000182240,99.27,20.3,2.235,4.89E-30
BACH1,ENSG00000156273,11.2,3.48,1.445,8E-39
BAD,ENSG00000002330,68.902,20.16,1.724,3.12E-49
BAG1,ENSG00000107262,71.689,28.369,1.307,4.92E-30
BAG2,ENSG00000112208,2.29,0.47,1.162,4.22E-34
BAG3,ENSG00000151929,33.15,6.45,2.197,3.31E-53
BAG4,ENSG00000156735,5.53,1.39,1.45,4.13E-61
BAG5,ENSG00000166170,13.46,2.9,1.89,8.97E-82
BAG6,ENSG00000204463,146.686,59.251,1.293,3.04E-32
BAIAP2,ENSG00000175866,38.561,4.24,2.916,6.65E-82
BAIAP2-AS1,ENSG00000226137,6.92,1.41,1.716,1.72E-72
BAIAP2L1,ENSG00000006453,39.601,12.16,1.625,1.2E-27
BAIAP2L2,ENSG00000128298,19.2,0.82,3.472,6.14E-51
BAK1,ENSG00000030110,25.43,4.5,2.265,5.97E-68
BAMBI,ENSG00000095739,10.3,1.79,2.018,1.5E-52
BANF1,ENSG00000175334,169.965,46.629,1.844,1.35E-54
BANF2,ENSG00000125888,0,1.42,-1.275,5.96E-37
BANK1,ENSG00000153064,3.48,0.23,1.865,1.59E-43
BANP,ENSG00000172530,9.68,4.31,1.008,6.84E-25
BARX2,ENSG00000043039,8.53,1.91,1.711,9.65E-27
BASP1,ENSG00000176788,23.96,0.92,3.7,4.81E-66
BATF,ENSG00000156127,17.99,0.36,3.804,1.14E-74
BATF3,ENSG00000123685,4.59,0.53,1.869,1.34E-50
BAX,ENSG00000087088,132.439,21.13,2.592,1.33E-72
BAZ1A,ENSG00000198604,16.47,4.53,1.66,1.49E-42
BAZ1B,ENSG00000009954,20.45,5.94,1.628,3.86E-62
BBC3,ENSG00000105327,11.67,4.31,1.255,7.14E-18
BBS12,ENSG00000181004,2.52,0.51,1.221,6.84E-64
BBS2,ENSG00000125124,21.9,8.8,1.224,1.65E-39
BBS7,ENSG00000138686,6.18,1.77,1.374,2.78E-61
BBS9,ENSG00000122507,6.03,1.5,1.492,1.2E-55
BBX,ENSG00000114439,11.5,2.72,1.749,9.44E-53
BCAP29,ENSG00000075790,28.65,7.93,1.731,1.46E-61
BCAP31,ENSG00000185825,227.039,58.12,1.948,1.28E-61
BCAR1,ENSG00000050820,59.071,16.68,1.765,3.62E-40
BCAR3,ENSG00000137936,15.3,1.57,2.665,5.18E-79
BCAS1,ENSG00000064787,21.31,0.25,4.158,2.92E-60
BCAS2,ENSG00000116752,27.739,8.62,1.579,8.59E-57
BCAS3,ENSG00000141376,9.98,3.3,1.352,2.68E-56
BCAS4,ENSG00000124243,6.92,0.62,2.29,4.63E-70
BCAT1,ENSG00000060982,4.67,11.25,-1.111,9.25E-15
BCCIP,ENSG00000107949,36.39,15.08,1.217,6.57E-50
BCKDHA,ENSG00000248098,24.23,11.53,1.01,9.36E-29
BCL10,ENSG00000142867,13.92,1.81,2.409,4.75E-70
BCL11B,ENSG00000127152,1.31,0.04,1.151,1.47E-44
BCL2A1,ENSG00000140379,8.61,0.23,2.966,3.37E-50
BCL2L1,ENSG00000171552,116.129,18.88,2.559,2.68E-67
BCL2L11,ENSG00000153094,8.19,3.33,1.086,6.28E-34
BCL2L12,ENSG00000126453,18.26,7.15,1.241,2.11E-23
BCL2L13,ENSG00000099968,21.75,9.07,1.176,1.06E-42
BCL2L15,ENSG00000188761,31.23,7.11,1.991,4.39E-19
BCL3,ENSG00000069399,55.36,19.889,1.432,5.51E-15
BCL6B,ENSG00000161940,5.73,0.86,1.855,7.54E-47
